"Country";"Operator Name";"MCC";"MNC";"Price(EUR)";"Details"
"Afghanistan";"Afghan Wireless Communication Company (AWCC)";"412";"1";"0.0046";"Dynamic Alphanumeric"
"Afghanistan";"Etisalat Afghanistan";"412";"50";"0.0515";"Dynamic Alphanumeric"
"Afghanistan";"MTN Afghanistan";"412";"40";"0.0040";"Random Numeric Sender"
"Afghanistan";"Roshan";"412";"20";"0.0595";"Dynamic Alphanumeric"
"Afghanistan";"Salaam Afghan Telecom";"412";"88 80";"0.0415";"Dynamic Alphanumeric"
"Albania";"ALBtelecom Albania";"276";"3";"0.0220";"Dynamic Alphanumeric"
"Albania";"Telekom Albania";"276";"1";"0.0065";"Dynamic Alphanumeric"
"Albania";"Vodafone Albania";"276";"2";"0.0085";"Dynamic Alphanumeric"
"Algeria";" Ooredoo Algeria";"603";"3";"0.0085";"Dynamic Alphanumeric"
"Algeria";"Algerie Telecom (Mobilis)";"603";"1";"0.0080";"Dynamic Alphanumeric"
"Algeria";"Orascom Telecom (Djezzy)";"603";"2";"0.0043";"Random Numeric Sender"
"American Samoa";"Blue Sky Communications";"544";"11";"0.0395";"Dynamic Alphanumeric"
"Andorra";"Andorra Telecom (Servei De Tele. DAndorra)";"213";"3";"0.0030";"Dynamic Alphanumeric"
"Angola";"Movicel Angola";"631";"4";"0.0055";"Dynamic Alphanumeric"
"Angola";"Unitel Angola";"631";"2";"0.0050";"Dynamic Alphanumeric"
"Anguilla";"Digicel Anguilla";"365";"50 930";"0.0170";"Dynamic Alphanumeric"
"Anguilla";"FLOW Anguilla (ex-C&W)";"365";"840";"0.0070";"Dynamic Alphanumeric"
"Antigua and Barbuda";"APUA PCS";"344";"30 3";"0.0085";"Dynamic Alphanumeric"
"Antigua and Barbuda";"Digicel Antigua";"344";"930 50";"0.0085";"Dynamic Alphanumeric"
"Antigua and Barbuda";"FLOW Antigua (LIME - CWC)";"344";"920";"0.0085";"Dynamic Alphanumeric"
"Argentina";"Claro Argentina (Cti Pcs)";"722";"310 320 330 31";"0.0040";"Dynamic Alphanumeric"
"Argentina";"Default (Unallocated Prefixes)";"722";"999";"0.0051";"Dynamic Alphanumeric"
"Argentina";"Nextel Argentina";"722";"2 20 0";"0.0051";"Dynamic Alphanumeric"
"Argentina";"Telecom Personal";"722";"34 341 340";"0.0060";"Dynamic Alphanumeric"
"Argentina";"Telefonica Moviles  Argentina (Movistar)";"722";"7 1 70 10";"0.0063";"Dynamic Alphanumeric"
"Armenia";"Beeline Armenia";"283";"1";"0.0175";"Dynamic Alphanumeric"
"Armenia";"Karabakh Telecom";"283";"4";"0.0045";"Numeric Sender Only"
"Armenia";"Ucom (Orange) Armenia";"283";"10";"0.0035";"Dynamic Alphanumeric"
"Armenia";"VivaCell (MTS Armenia)";"283";"5";"0.0046";"Numeric senders are being replaced."
"Aruba";"Digicel Aruba";"363";"20 0 3 2";"0.0070";"Dynamic Alphanumeric"
"Aruba";"SETAR";"363";"1";"0.0070";"Dynamic Alphanumeric"
"Australia";"Lycamobile Australia";"505";"19";"0.0095";"Random Numeric Sender"
"Australia";"Optus Mobile";"505";"2 90";"0.0095";"Random Numeric Sender"
"Australia";"Telstra";"505";"1 11 71 72";"0.0083";"Dynamic Alphanumeric"
"Australia";"Vodafone Hutchison Australia";"505";"3 7";"0.0095";"Random Numeric Sender"
"Austria";"A1 Telekom Austria";"232";"1 2 11 9 12";"0.0160";"Random Numeric Sender"
"Austria";"Hutchison 3 Austria";"232";"10 14 16";"0.0160";"Random Numeric Sender"
"Austria";"Hutchison 3 Austria (ex-Orange)";"232";"5 6";"0.0160";"Random Numeric Sender"
"Austria";"Lycamobile Austria";"232";"8";"0.0160";"Random Numeric Sender"
"Austria";"MTEL Austria";"232";"19";"0.0160";"Random Numeric Sender"
"Austria";"T-Mobile Austria";"232";"3 4";"0.0160";"Random Numeric Sender"
"Austria";"T-Mobile Austria (ex-Tele.ring Telekom)";"232";"7";"0.0160";"Random Numeric Sender"
"Austria";"UPC Austria";"232";"13";"0.0160";"Random Numeric Sender"
"Azerbaijan";"Azercell";"400";"1";"0.0070";"Dynamic Alphanumeric"
"Azerbaijan";"Azerfon (Nar Mobile)";"400";"4";"0.0070";"Dynamic Alphanumeric"
"Azerbaijan";"Bakcell";"400";"2";"0.0075";"Dynamic Alphanumeric"
"Bahamas";"Aliv";"364";"49";"0.0090";"Dynamic Alphanumeric"
"Bahamas";"Bahamas Telecommunications Company";"364";"39 390 1";"0.0050";"Dynamic Alphanumeric"
"Bahrain";"Batelco";"426";"1";"0.0026";"Random Numeric Sender"
"Bahrain";"VIVA (STC Bahrain)";"426";"4";"0.0018";"Random Numeric Sender"
"Bahrain";"Zain Bahrain";"426";"2";"0.0026";"Random Numeric Sender"
"Bangladesh";"Airtel";"470";"7";"0.0038";"Random Numeric Sender"
"Bangladesh";"Banglalink";"470";"3";"0.0050";"Random Numeric Sender"
"Bangladesh";"Grameenphone";"470";"1 6";"0.0034";"Dynamic Alphanumeric"
"Bangladesh";"Robi (Axiata)";"470";"2";"0.0070";"Random Numeric Sender"
"Bangladesh";"TeleTalk";"470";"4";"0.0064";"Dynamic Alphanumeric"
"Barbados";"Digicel Barbados";"342";"750 50 500";"0.0039";"Dynamic Alphanumeric"
"Barbados";"Flow Barbados (LIME - CWC)";"342";"600 60";"0.0140";"Dynamic Alphanumeric"
"Belarus";"life:)";"257";"4";"0.0053";"Dynamic Alphanumeric"
"Belarus";"MTS Belarus ";"257";"2";"0.0030";"Random Numeric Sender"
"Belarus";"Velcom";"257";"1";"0.0030";"Dynamic Alphanumeric"
"Belgium";"Base";"206";"20";"0.0220";"Dynamic Alphanumeric"
"Belgium";"Lycamobile Belgium";"206";"6";"0.0090";"Random Numeric Sender"
"Belgium";"Orange Belgium (Mobistar)";"206";"10";"0.0090";"Random Numeric Sender"
"Belgium";"Proximus Belgium (ex-Belgacom)";"206";"1";"0.0100";"Shortcode sender"
"Belgium";"Telenet";"206";"5";"0.0050";"Random Numeric Sender"
"Belize";"Digi Belize";"702";"67";"0.0045";"Dynamic Alphanumeric"
"Benin";"Glo Benin";"616";"5";"0.0040";"Random Sender"
"Benin";"Moov Benin (Etisalat)";"616";"2";"0.0200";"Dynamic Alphanumeric"
"Benin";"MTN Benin (Spacetel)";"616";"3";"0.0245";"Dynamic Alphanumeric"
"Bermuda";"Cellular One Bermuda";"350";"0";"0.0090";"Dynamic Alphanumeric"
"Bermuda";"Digicel Bermuda";"350";"1 10";"0.0175";"Dynamic Alphanumeric"
"Bermuda";"M3 Wireless (Mobility)";"350";"2";"0.0090";"Dynamic Alphanumeric"
"Bhutan";"B-Mobile Bhutan Telecom";"402";"11";"0.0045";"Dynamic Alphanumeric"
"Bhutan";"TashiCell";"402";"77";"0.0070";"Dynamic Alphanumeric"
"Bolivia";"Entel Bolivia";"736";"2";"0.0055";"Dynamic Alphanumeric"
"Bolivia";"Tigo Bolivia";"736";"3";"0.0050";"Dynamic Alphanumeric"
"Bolivia";"Viva Bolivia (ex-Nuevatel)";"736";"1";"0.0200";"Dynamic Alphanumeric"
"Bosnia and Herzegovina";"BH Telecom Bosnia and Herzegovina";"218";"90";"0.0075";"Dynamic Alphanumeric"
"Bosnia and Herzegovina";"HT Eronet Bosnia and Herzegovina";"218";"3";"0.0057";"Numeric Senders are being Replaced"
"Bosnia and Herzegovina";"m:tel Bosnia and Herzegovina";"218";"5";"0.0049";"Dynamic Alphanumeric"
"Botswana";"BTC Mobile (beMobile)";"652";"4";"0.0023";"Dynamic Alphanumeric"
"Botswana";"Mascom Wireless";"652";"1";"0.0065";"Dynamic Alphanumeric"
"Botswana";"Orange Botswana";"652";"2";"0.0175";"Dynamic Alphanumeric"
"Brazil";"Algar Telecom Brazil";"724";"33 32 34";"0.0087";"Dynamic Alphanumeric"
"Brazil";"Brasil Telecom";"724";"16";"0.0087";"Dynamic Alphanumeric"
"Brazil";"Claro Brazil";"724";"5";"0.0070";"Random Numeric Sender"
"Brazil";"Nextel Brazil";"724";"0 39";"0.0084";"Dynamic Alphanumeric"
"Brazil";"Oi Brazil";"724";"31";"0.0087";"Dynamic Alphanumeric"
"Brazil";"Sercomtel Celular";"724";"15 55";"0.0087";"Dynamic Alphanumeric"
"Brazil";"TIM Brazil";"724";"2 3 4";"0.0087";"Dynamic Alphanumeric"
"Brazil";"Vivo Brazil";"724";"6 10 11 23";"0.0059";"Dynamic Alphanumeric"
"Brunei Darussalam";"DST Communications";"528";"11 1";"0.0040";"Dynamic Alphanumeric"
"Brunei Darussalam";"Progresif Brunei (B-Mobile)";"528";"2 8";"0.0040";"Dynamic Alphanumeric"
"Bulgaria";"A1 Bulgaria (M-Tel)";"284";"1 0";"0.0150";"Dynamic Alphanumeric"
"Bulgaria";"Telenor Bulgaria";"284";"5";"0.0095";"Dynamic Alphanumeric"
"Bulgaria";"Vivacom";"284";"3 6";"0.0069";"Dynamic Alphanumeric"
"Burkina Faso";"Onatel Burkina Faso";"613";"1";"0.0045";"Dynamic Alphanumeric"
"Burkina Faso";"Orange Burkina Faso (Airtel)";"613";"2";"0.0390";"Dynamic Alphanumeric"
"Burkina Faso";"Telecel Burkina Faso";"613";"3";"0.0040";"Random Numeric Sender"
"Burundi";"Econet";"642";"1";"0.0030";"Dynamic Alphanumeric"
"Burundi";"Econet (ex-Leo)";"642";"82";"0.0030";"Dynamic Alphanumeric"
"Burundi";"Tempo (Africell)";"642";"2";"0.0069";"Dynamic Alphanumeric"
"Cambodia";"Cellcard (Mobitel)";"456";"1 18";"0.0150";"Dynamic Alphanumeric"
"Cambodia";"Metfone (ex-Beeline) Cambodia";"456";"9";"0.0045";"Dynamic Alphanumeric"
"Cambodia";"Metfone Cambodia";"456";"8";"0.0040";"Dynamic Alphanumeric"
"Cambodia";"qb (Cambodia Advance Communications)";"456";"4";"0.0040";"Dynamic Alphanumeric"
"Cambodia";"Smart Mobile";"456";"2 5 6";"0.0040";"Alpha Sender Only"
"Cameroon";"MTN Cameroon";"624";"1";"0.0080";"Dynamic Alphanumeric"
"Cameroon";"NEXTELL Cameroon";"624";"4";"0.0045";"Random Numeric Sender"
"Cameroon";"Orange Cameroon";"624";"2";"0.0055";"Dynamic Alphanumeric"
"Canada";"Airtel Wireless";"302";"290";"0.0100";"Random Numeric Sender"
"Canada";"Bell Mobility Inc";"302";"610 640 651 61";"0.0200";"Random Numeric Sender"
"Canada";"Choice Wireless";"302";"630";"0.0100";"Random Numeric Sender"
"Canada";"Dryden Mobility";"302";"380";"0.0100";"Random Numeric Sender"
"Canada";"Fido Solutions";"302";"370";"0.0090";"Random Numeric Sender"
"Canada";"First Networks Operations";"302";"350";"0.0100";"Random Numeric Sender"
"Canada";"Freedom Mobile Canada";"302";"490";"0.0100";"Random Numeric Sender"
"Canada";"ICE Wireless";"302";"620";"0.0100";"Random Numeric Sender"
"Canada";"Mobilicity";"302";"320";"0.0100";"Random Numeric Sender"
"Canada";"MTS";"302";"655 660";"0.0100";"Random Numeric Sender"
"Canada";"Rogers Wireless Canada";"302";"720";"0.0100";"Random Numeric Sender"
"Canada";"SaskTel Wireless";"302";"680 780";"0.0100";"Random Numeric Sender"
"Canada";"tbaytel";"302";"656";"0.0045";"Dynamic Alphanumeric"
"Canada";"Telus Canada";"302";"360 220 221 361 653 657 86 64 71";"0.0100";"Random Numeric Sender"
"Canada";"Videotron";"302";"500";"0.0100";"Random Numeric Sender"
"Cape Verde Islands";"CV Movel";"625";"1";"0.0120";"Dynamic Alphanumeric"
"Cape Verde Islands";"T+ Telecomunicacoes";"625";"2";"0.0205";"Dynamic Alphanumeric"
"Cayman Islands";"Digicel Cayman";"346";"6 5";"0.0290";"Dynamic Alphanumeric"
"Cayman Islands";"Flow Cayman Islands (CWC)";"346";"140 14";"0.0130";"Dynamic Alphanumeric"
"Central African Republic";"Azur RCA";"623";"4";"0.0058";"Dynamic Alphanumeric"
"Central African Republic";"Moov Centrafrique (A-Cell)";"623";"1";"0.0035";"Dynamic Alphanumeric"
"Central African Republic";"Orange Central African Republic";"623";"3";"0.0065";"Dynamic Alphanumeric"
"Central African Republic";"Telecel Centrafrique";"623";"2";"0.0020";"Random Numeric Sender"
"Chad";"Airtel Chad";"622";"1";"0.0045";"Dynamic Alphanumeric"
"Chad";"Tigo Chad";"622";"3";"0.0080";"Dynamic Alphanumeric"
"Chile";"Claro Chile";"730";"3";"0.0095";"Dynamic Alphanumeric"
"Chile";"Entel";"730";"1";"0.0055";"Dynamic Alphanumeric"
"Chile";"Entel PCS";"730";"10";"0.0055";"Dynamic Alphanumeric"
"Chile";"Falabella Movil";"730";"200 19";"0.0055";"Dynamic Alphanumeric"
"Chile";"Movistar Chile";"730";"2 7";"0.0060";"Dynamic Alphanumeric"
"Chile";"Simple";"730";"98";"0.0045";"Dynamic Alphanumeric"
"Chile";"Telefonica Del Sur";"730";"6 99";"0.0043";"Dynamic Alphanumeric"
"Chile";"Virgin Mobile(Tribe)";"730";"13";"0.0049";"Random Numeric Sender"
"Chile";"VTR";"730";"8";"0.0105";"Dynamic Alphanumeric"
"Chile";"WOM (Nextel)";"730";"9 4";"0.0050";"Local Numeric Sender"
"China";"China Mobile";"460";"0 2 7";"0.0125";"Dynamic Alphanumeric"
"China";"China Telecom";"460";"3 5";"0.0125";"Dynamic Alphanumeric"
"China";"China Unicom";"460";"1 6";"0.0125";"Dynamic Alphanumeric"
"Colombia";"Avantel";"732";"130";"0.0012";"Dynamic Alphanumeric"
"Colombia";"Claro Colombia (Comcel)";"732";"101";"0.0012";"Dynamic Alphanumeric"
"Colombia";"Edatel";"732";"2";"0.0012";"Dynamic Alphanumeric"
"Colombia";"Emcali";"732";"99";"0.0012";"Dynamic Alphanumeric"
"Colombia";"Movistar Colombia";"732";"102 123";"0.0012";"Dynamic Alphanumeric"
"Colombia";"Tigo Colombia";"732";"103 111";"0.0012";"Dynamic Alphanumeric"
"Comoros/Mayotte";"HURI";"654";"1";"0.0210";"Numeric Sender Only"
"Congo";"Airtel (ex-Warid) Congo";"629";"7";"0.0049";"Dynamic Alphanumeric"
"Congo";"Airtel Congo";"629";"1 89";"0.0049";"Dynamic Alphanumeric"
"Congo";"MTN Congo";"629";"10";"0.0069";"Dynamic Alphanumeric"
"Congo, The Democratic Republic of the";"Africell RDC";"630";"90";"0.0075";"Dynamic Alphanumeric"
"Congo, The Democratic Republic of the";"Airtel RDC";"630";"2";"0.0075";"Dynamic Alphanumeric"
"Congo, The Democratic Republic of the";"Orange (ex-Tigo) RDC";"630";"89";"0.0063";"Dynamic Alphanumeric"
"Congo, The Democratic Republic of the";"Orange RDC";"630";"86";"0.0070";"Dynamic Alphanumeric"
"Congo, The Democratic Republic of the";"Vodacom DRC";"630";"1";"0.0075";"Dynamic Alphanumeric"
"Cook Islands";"Bluesky Cook Islands";"548";"1";"0.0030";"Dynamic Alphanumeric"
"Costa Rica";"Claro Costa Rica";"712";"3";"0.0065";"Random Numeric Sender"
"Costa Rica";"kolbi (ICE) Costa Rica";"712";"1 2 20";"0.0055";"Dynamic Alphanumeric"
"Costa Rica";"Movistar Costa Rica";"712";"4";"0.0046";"Random Numeric Sender"
"Cote D` Ivoire";"Moov Ivory Coast";"612";"2";"0.0045";"Dynamic Alphanumeric"
"Cote D` Ivoire";"MTN Ivory Coast";"612";"5";"0.0175";"Direct Connection"
"Cote D` Ivoire";"Orange Ivory Coast";"612";"3";"0.0215";"Direct Connection"
"Croatia";"A1 Croatia (ex-Vipnet)";"219";"10";"0.0080";"Dynamic Alphanumeric"
"Croatia";"Tele2 Croatia";"219";"2";"0.0070";"Random Numeric Sender"
"Croatia";"Telekom Croatia";"219";"1";"0.0071";"Dynamic Alphanumeric"
"Cuba";"Cubacel";"368";"1";"0.0505";"Dynamic Alphanumeric"
"Cyprus";"CYTA (Vodafone)";"280";"1";"0.0080";"Direct Connection"
"Cyprus";"Lemontel";"280";"22";"0.0080";"Dynamic Alphanumeric"
"Cyprus";"MTN Cyprus (Areeba)";"280";"10";"0.0080";"Direct Connection"
"Cyprus";"PrimeTel";"280";"20";"0.0080";"Direct Connection"
"Czech Republic";"MVNOs of O2";"230";"20";"0.0260";"Dynamic Alphanumeric"
"Czech Republic";"O2 Czech Republic";"230";"2";"0.0140";"Dynamic Alphanumeric"
"Czech Republic";"T-Mobile Czech Republic";"230";"1";"0.0205";"Direct Connection  All senders change to INFO"
"Czech Republic";"U:fon";"230";"4";"0.0075";"Dynamic Alphanumeric"
"Czech Republic";"Vodafone Czech Republic";"230";"3";"0.0260";"Direct Connection  All senders change to InfoSMS"
"Denmark";"3 Denmark";"238";"6";"0.0075";"Random Numeric Sender"
"Denmark";"Barablu Mobile";"238";"7";"0.0180";"Dynamic Alphanumeric"
"Denmark";"Lycamobile Denmark";"238";"12";"0.0070";"Random Numeric Sender"
"Denmark";"TDC Mobil";"238";"1 10";"0.0105";"Dynamic Alphanumeric"
"Denmark";"Telenor (ex-Tele2) Denmark";"238";"77";"0.0075";"Random Numeric Sender"
"Denmark";"Telenor Denmark";"238";"2";"0.0075";"Random Numeric Sender"
"Denmark";"Telia Denmark";"238";"20 30";"0.0100";"Dynamic Alphanumeric"
"Djibouti";"Djibouti Telecom (Evatis)";"638";"1";"0.0030";"Dynamic Alphanumeric"
"Dominica";"Digicel Dominica";"366";"20 50";"0.0085";"Dynamic Alphanumeric"
"Dominica";"FLOW Dominica (LIME - CWC)";"366";"110";"0.0095";"Dynamic Alphanumeric"
"Dominican Republic";"Altice (ex-Orange) Dominicana";"370";"1";"0.0260";"Dynamic Alphanumeric"
"Dominican Republic";"Altice (ex-Tricom) Dominicana";"370";"3";"0.0260";"Dynamic Alphanumeric"
"Dominican Republic";"Claro Dominicana";"370";"2";"0.0220";"Dynamic Alphanumeric"
"Dominican Republic";"Viva Dominicana";"370";"4";"0.0105";"Dynamic Alphanumeric"
"Ecuador";"Claro (Conecel S.A.)";"740";"1";"0.0165";"Dynamic Alphanumeric"
"Ecuador";"CNT Mobile (Alegro)";"740";"2";"0.0055";"Random Numeric Sender"
"Ecuador";"Default (Unallocated Prefixes)";"740";"999";"0.0120";"Dynamic Alphanumeric"
"Ecuador";"Movistar (Otecel S.A.)";"740";"0";"0.0150";"Dynamic Alphanumeric"
"Egypt";"Etisalat Egypt";"602";"3";"0.0080";"Dynamic Alphanumeric"
"Egypt";"Orange (Mobinil) Egypt";"602";"1";"0.0070";"Dynamic Alphanumeric"
"Egypt";"Vodafone Egypt";"602";"2";"0.0095";"Random Local Sender"
"El Salvador";"Claro (CTE)";"706";"1";"0.0062";"Dynamic Alphanumeric"
"El Salvador";"Digicel El Salvador ";"706";"2";"0.0040";"Random Numeric Sender"
"El Salvador";"Intelfon (RED)";"706";"5";"0.0105";"Dynamic Alphanumeric"
"El Salvador";"Telefonica El Salvador (Movistar)";"706";"4";"0.0150";"Dynamic Alphanumeric"
"El Salvador";"Tigo El Salvador (Telemovil)";"706";"3";"0.0069";"Dynamic Alphanumeric"
"Equatorial Guinea";"GETESA (Orange)";"627";"1";"0.0043";"Dynamic Alphanumeric"
"Estonia";"Elisa Estonia";"248";"2 5";"0.0065";"Random Numeric Sender"
"Estonia";"Tele2 Estonia";"248";"3";"0.0055";"Random Numeric Sender"
"Estonia";"Telia (EMT) Estonia";"248";"1";"0.0055";"Dynamic Alphanumeric"
"Eswatini";"Swazi MTN";"653";"10";"0.0055";"Dynamic Alphanumeric"
"Ethiopia";"ETMTN";"636";"1";"0.0055";"Dynamic Alphanumeric"
"Falkland Islands";"Sure Falkland Islands";"750";"1";"0.0030";"Dynamic Alphanumeric"
"Faroe Islands";"Faroese Telecom";"288";"1";"0.0070";"Dynamic Alphanumeric"
"Faroe Islands";"Hey Faroe Islands";"288";"2";"0.0070";"Dynamic Alphanumeric"
"Fiji";"Digicel Fiji";"542";"2";"0.0060";"Dynamic Alphanumeric"
"Fiji";"Vodafone Fiji";"542";"1";"0.0120";"Dynamic Alphanumeric"
"Finland";"Alcom";"244";"14";"0.0060";"Dynamic Alphanumeric"
"Finland";"DNA Finland ";"244";"3 12 13";"0.0380";"Dynamic Alphanumeric"
"Finland";"Elisa Finland";"244";"5";"0.0090";"Random Numeric Sender"
"Finland";"Saunalahti";"244";"21";"0.0090";"Random Numeric Sender"
"Finland";"TDC";"244";"10";"0.0445";"Dynamic Alphanumeric"
"Finland";"Telia Finland";"244";"91";"0.0120";"Dynamic Alphanumeric"
"France";"Bouygues Telecom";"208";"20 21 88";"0.0165";"Dynamic Alphanumeric"
"France";"Default (Unallocated Prefixes)";"208";"999";"0.0165";"Dynamic Alphanumeric"
"France";"Iliad - Free Mobile";"208";"15 14";"0.0165";"Dynamic Alphanumeric"
"France";"Lycamobile France";"208";"25";"0.0165";"Dynamic Alphanumeric"
"France";"NJR Mobile";"208";"26";"0.0165";"Dynamic Alphanumeric"
"France";"Orange France";"208";"1 0 2";"0.0165";"Dynamic Alphanumeric"
"France";"SFR";"208";"10 11 13";"0.0165";"Dynamic Alphanumeric"
"France";"Transatel Mobile";"208";"22";"0.0165";"Dynamic Alphanumeric"
"France";"Vectone Mobile";"208";"31";"0.0165";"Dynamic Alphanumeric"
"France";"Virgin Mobile (OMEA)";"208";"23";"0.0165";"Dynamic Alphanumeric"
"French Guiana";"Digicel French Guiana";"742";"20";"0.0235";"Random Numeric Senderno DLR"
"French Guiana";"Orange Caribe French Guiana";"742";"1";"0.0235";"Random Numeric Senderno DLR"
